model,method,guesser_model,board_seed,board_style,trial,status,stage,outcome,game_length,targets_found,target_recovery_rate,assassin_hit,codemaster_attempts,codemaster_rejected,codemaster_compliance_rate,codemaster_call_failures,guesser_attempts,guesser_rejected,guesser_compliance_rate,guesser_call_failures,started_at,duration_s,terminal_error,error
meta-llama/llama-3.3-70b-instruct,strong_hebrew,meta-llama/llama-3.3-70b-instruct,1,dual_80,0,ok,,loss,5,4,0.4444444444444444,True,6,1,0.8333333333333334,0,17,8,0.5294117647058824,0,2026-08-19T23:18:01.977840+00:00,104.306,,
meta-llama/llama-3.3-70b-instruct,strong_hebrew,meta-llama/llama-3.3-70b-instruct,2,dual_80,0,ok,,loss,6,8,0.8888888888888888,True,6,0,1.0,0,18,5,0.7222222222222222,0,2026-08-19T23:19:57.567249+00:00,137.859,,
meta-llama/llama-3.3-70b-instruct,strong_hebrew,meta-llama/llama-3.3-70b-instruct,3,dual_80,0,ok,,win,6,9,1.0,False,6,0,1.0,0,11,0,1.0,0,2026-08-19T23:22:15.426964+00:00,97.649,,
meta-llama/llama-3.3-70b-instruct,strong_hebrew,meta-llama/llama-3.3-70b-instruct,4,dual_80,0,ok,,win,10,9,1.0,False,14,4,0.7142857142857143,0,19,1,0.9473684210526315,0,2026-08-19T23:23:53.077063+00:00,174.763,,
meta-llama/llama-3.3-70b-instruct,strong_hebrew,openai/gpt-4o-mini,0,dual_0,0,ok,,win,8,9,1.0,False,8,0,1.0,0,16,0,1.0,0,2026-08-19T23:37:45.718799+00:00,126.144,,
meta-llama/llama-3.3-70b-instruct,strong_hebrew,openai/gpt-4o-mini,1,dual_0,0,ok,,loss,11,6,0.6666666666666666,True,12,1,0.9166666666666666,0,16,0,1.0,0,2026-08-19T23:43:14.090898+00:00,178.545,,
meta-llama/llama-3.3-70b-instruct,strong_hebrew,openai/gpt-4o-mini,2,dual_0,0,ok,,win,11,9,1.0,False,12,1,0.9166666666666666,0,18,0,1.0,0,2026-08-19T23:46:03.963023+00:00,145.499,,
meta-llama/llama-3.3-70b-instruct,strong_hebrew,openai/gpt-4o-mini,3,dual_0,0,ok,,win,10,9,1.0,False,11,1,0.9090909090909091,0,25,9,0.64,0,2026-08-19T23:49:05.136332+00:00,132.132,,
meta-llama/llama-3.3-70b-instruct,strong_hebrew,openai/gpt-4o-mini,4,dual_0,0,ok,,loss,10,8,0.8888888888888888,True,11,1,0.9090909090909091,0,19,1,0.9473684210526315,0,2026-08-19T23:51:17.937334+00:00,161.287,,
meta-llama/llama-3.3-70b-instruct,strong_hebrew,openai/gpt-4o-mini,0,dual_100,0,ok,,loss,4,5,0.5555555555555556,True,4,0,1.0,0,9,0,1.0,0,2026-08-20T00:19:09.642603+00:00,54.699,,
meta-llama/llama-3.3-70b-instruct,strong_hebrew,openai/gpt-4o-mini,1,dual_100,0,ok,,win,9,9,1.0,False,9,0,1.0,0,19,4,0.7894736842105263,0,2026-08-20T00:21:07.417789+00:00,102.404,,
meta-llama/llama-3.3-70b-instruct,strong_hebrew,openai/gpt-4o-mini,2,dual_100,0,ok,,loss,15,8,0.8888888888888888,True,18,3,0.8333333333333334,0,42,21,0.5,2,2026-08-20T00:22:49.821230+00:00,206.729,,
meta-llama/llama-3.3-70b-instruct,strong_hebrew,openai/gpt-4o-mini,3,dual_100,0,ok,,loss,5,4,0.4444444444444444,True,5,0,1.0,0,9,0,1.0,0,2026-08-20T00:26:02.591730+00:00,62.888,,
meta-llama/llama-3.3-70b-instruct,strong_hebrew,openai/gpt-4o-mini,4,dual_100,0,ok,,loss,11,8,0.8888888888888888,True,11,0,1.0,0,18,0,1.0,0,2026-08-20T00:26:29.125707+00:00,120.997,,
meta-llama/llama-3.3-70b-instruct,strong_hebrew,openai/gpt-4o-mini,0,dual_50,0,ok,,win,10,9,1.0,False,10,0,1.0,0,19,1,0.9473684210526315,0,2026-08-19T23:52:58.474885+00:00,142.133,,
meta-llama/llama-3.3-70b-instruct,strong_hebrew,openai/gpt-4o-mini,1,dual_50,0,ok,,loss,7,4,0.4444444444444444,True,7,0,1.0,0,12,2,0.8333333333333334,0,2026-08-19T23:55:32.596662+00:00,100.768,,
meta-llama/llama-3.3-70b-instruct,strong_hebrew,openai/gpt-4o-mini,2,dual_50,0,ok,,loss,9,8,0.8888888888888888,True,9,0,1.0,0,16,1,0.9375,0,2026-08-19T23:58:01.802519+00:00,123.007,,
meta-llama/llama-3.3-70b-instruct,strong_hebrew,openai/gpt-4o-mini,3,dual_50,0,ok,,win,11,9,1.0,False,11,0,1.0,0,20,1,0.95,0,2026-08-20T00:02:38.552872+00:00,154.083,,
meta-llama/llama-3.3-70b-instruct,strong_hebrew,openai/gpt-4o-mini,4,dual_50,0,ok,,win,8,9,1.0,False,8,0,1.0,0,17,2,0.8823529411764706,0,2026-08-20T00:05:12.634929+00:00,137.467,,
meta-llama/llama-3.3-70b-instruct,strong_hebrew,openai/gpt-4o-mini,0,dual_80,0,ok,,win,7,9,1.0,False,10,3,0.7,0,16,1,0.9375,0,2026-08-20T00:08:33.015040+00:00,106.8,,
meta-llama/llama-3.3-70b-instruct,strong_hebrew,openai/gpt-4o-mini,1,dual_80,0,ok,,loss,6,2,0.2222222222222222,True,8,2,0.75,0,10,2,0.8,0,2026-08-20T00:11:19.687029+00:00,81.656,,
meta-llama/llama-3.3-70b-instruct,strong_hebrew,openai/gpt-4o-mini,2,dual_80,0,ok,,loss,5,7,0.7777777777777778,True,5,0,1.0,0,13,1,0.9230769230769231,0,2026-08-20T00:13:09.269788+00:00,80.207,,
meta-llama/llama-3.3-70b-instruct,strong_hebrew,openai/gpt-4o-mini,3,dual_80,0,ok,,win,6,9,1.0,False,6,0,1.0,0,13,1,0.9230769230769231,0,2026-08-20T00:14:49.559720+00:00,80.624,,
meta-llama/llama-3.3-70b-instruct,strong_hebrew,openai/gpt-4o-mini,4,dual_80,0,ok,,loss,9,6,0.6666666666666666,True,11,2,0.8181818181818182,0,17,3,0.8235294117647058,0,2026-08-20T00:16:45.310720+00:00,114.006,,
meta-llama/llama-3.3-70b-instruct,strong_hebrew,qwen/qwen3.5-9b,0,dual_0,0,ok,,win,11,9,1.0,False,11,0,1.0,0,25,6,0.76,0,2026-08-20T00:28:42.311834+00:00,156.686,,
meta-llama/llama-3.3-70b-instruct,strong_hebrew,qwen/qwen3.5-9b,1,dual_0,0,ok,,loss,9,5,0.5555555555555556,True,11,2,0.8181818181818182,0,16,3,0.8125,0,2026-08-20T00:30:38.715109+00:00,160.809,,
meta-llama/llama-3.3-70b-instruct,strong_hebrew,qwen/qwen3.5-9b,2,dual_0,0,ok,,loss,4,3,0.3333333333333333,True,4,0,1.0,0,7,0,1.0,0,2026-08-20T00:33:10.374629+00:00,67.66,,
meta-llama/llama-3.3-70b-instruct,strong_hebrew,qwen/qwen3.5-9b,3,dual_0,0,ok,,loss,11,7,0.7777777777777778,True,11,0,1.0,0,19,1,0.9473684210526315,0,2026-08-20T00:34:42.958873+00:00,174.657,,
meta-llama/llama-3.3-70b-instruct,strong_hebrew,qwen/qwen3.5-9b,4,dual_0,0,ok,,win,13,9,1.0,False,13,0,1.0,0,26,5,0.8076923076923077,0,2026-08-20T00:37:04.983366+00:00,229.904,,
meta-llama/llama-3.3-70b-instruct,strong_hebrew,qwen/qwen3.5-9b,0,dual_100,0,ok,,win,15,9,1.0,False,16,1,0.9375,0,24,1,0.9583333333333334,0,2026-08-20T01:05:32.833763+00:00,243.096,,
meta-llama/llama-3.3-70b-instruct,strong_hebrew,qwen/qwen3.5-9b,1,dual_100,0,ok,,loss,3,1,0.1111111111111111,True,3,0,1.0,0,11,8,0.2727272727272727,1,2026-08-20T01:09:26.355631+00:00,59.609,,
meta-llama/llama-3.3-70b-instruct,strong_hebrew,qwen/qwen3.5-9b,2,dual_100,0,ok,,win,13,9,1.0,False,15,2,0.8666666666666667,0,24,4,0.8333333333333334,0,2026-08-20T01:11:18.530745+00:00,230.795,,
meta-llama/llama-3.3-70b-instruct,strong_hebrew,qwen/qwen3.5-9b,3,dual_100,0,ok,,loss,1,1,0.1111111111111111,True,1,0,1.0,0,2,0,1.0,0,2026-08-20T01:12:51.943857+00:00,19.573,,
meta-llama/llama-3.3-70b-instruct,strong_hebrew,qwen/qwen3.5-9b,4,dual_100,0,ok,,win,18,9,1.0,False,18,0,1.0,0,36,12,0.6666666666666666,1,2026-08-20T01:15:09.325705+00:00,307.734,,
meta-llama/llama-3.3-70b-instruct,strong_hebrew,qwen/qwen3.5-9b,0,dual_50,0,ok,,loss,13,4,0.4444444444444444,True,13,0,1.0,0,23,6,0.7391304347826086,0,2026-08-20T00:40:00.835457+00:00,196.162,,
meta-llama/llama-3.3-70b-instruct,strong_hebrew,qwen/qwen3.5-9b,1,dual_50,0,ok,,loss,10,5,0.5555555555555556,True,10,0,1.0,0,19,4,0.7894736842105263,0,2026-08-20T00:43:16.995852+00:00,155.878,,
meta-llama/llama-3.3-70b-instruct,strong_hebrew,qwen/qwen3.5-9b,2,dual_50,0,ok,,loss,19,6,0.6666666666666666,True,19,0,1.0,0,30,5,0.8333333333333334,0,2026-08-20T00:45:18.742899+00:00,270.551,,
meta-llama/llama-3.3-70b-instruct,strong_hebrew,qwen/qwen3.5-9b,3,dual_50,0,ok,,win,13,9,1.0,False,13,0,1.0,0,25,4,0.84,0,2026-08-20T00:46:02.691280+00:00,208.4,,
meta-llama/llama-3.3-70b-instruct,strong_hebrew,qwen/qwen3.5-9b,4,dual_50,0,ok,,win,12,9,1.0,False,12,0,1.0,0,25,5,0.8,0,2026-08-20T00:49:31.089912+00:00,241.317,,
meta-llama/llama-3.3-70b-instruct,strong_hebrew,qwen/qwen3.5-9b,0,dual_80,0,ok,,loss,8,5,0.5555555555555556,True,8,0,1.0,0,16,3,0.8125,0,2026-08-20T00:53:06.310394+00:00,123.124,,
meta-llama/llama-3.3-70b-instruct,strong_hebrew,qwen/qwen3.5-9b,1,dual_80,0,ok,,loss,10,7,0.7777777777777778,True,10,0,1.0,0,17,0,1.0,0,2026-08-20T00:55:41.051590+00:00,185.505,,
meta-llama/llama-3.3-70b-instruct,strong_hebrew,qwen/qwen3.5-9b,2,dual_80,0,ok,,loss,7,2,0.2222222222222222,True,8,1,0.875,0,9,0,1.0,0,2026-08-20T00:58:46.556541+00:00,87.368,,
meta-llama/llama-3.3-70b-instruct,strong_hebrew,qwen/qwen3.5-9b,3,dual_80,0,ok,,loss,6,5,0.5555555555555556,True,6,0,1.0,0,12,1,0.9166666666666666,0,2026-08-20T01:01:24.801223+00:00,125.521,,
meta-llama/llama-3.3-70b-instruct,strong_hebrew,qwen/qwen3.5-9b,4,dual_80,0,ok,,loss,22,8,0.8888888888888888,True,22,0,1.0,0,37,7,0.8108108108108109,0,2026-08-20T01:02:45.368060+00:00,370.708,,
openai/gpt-4o-mini,strong_hebrew,google/gemini-2.5-flash,0,dual_0,0,ok,,loss,4,2,0.2222222222222222,True,4,0,1.0,0,6,0,1.0,0,2026-08-20T00:29:24.912040+00:00,42.981,,
openai/gpt-4o-mini,strong_hebrew,google/gemini-2.5-flash,1,dual_0,0,ok,,loss,7,3,0.3333333333333333,True,9,2,0.7777777777777778,0,10,0,1.0,0,2026-08-20T00:31:18.996986+00:00,74.372,,
openai/gpt-4o-mini,strong_hebrew,google/gemini-2.5-flash,2,dual_0,0,ok,,win,9,9,1.0,False,9,0,1.0,0,17,0,1.0,0,2026-08-20T00:33:12.616933+00:00,107.228,,
openai/gpt-4o-mini,strong_hebrew,google/gemini-2.5-flash,3,dual_0,0,ok,,loss,11,8,0.8888888888888888,True,12,1,0.9166666666666666,0,19,0,1.0,0,2026-08-20T00:34:59.844810+00:00,124.925,,
openai/gpt-4o-mini,strong_hebrew,google/gemini-2.5-flash,4,dual_0,0,ok,,loss,1,1,0.1111111111111111,True,1,0,1.0,0,2,0,1.0,0,2026-08-20T00:37:37.615261+00:00,11.634,,
openai/gpt-4o-mini,strong_hebrew,google/gemini-2.5-flash,0,dual_100,0,ok,,win,8,9,1.0,False,9,1,0.8888888888888888,0,16,0,1.0,0,2026-08-20T01:07:46.285704+00:00,100.07,,
openai/gpt-4o-mini,strong_hebrew,google/gemini-2.5-flash,1,dual_100,0,ok,,loss,9,7,0.7777777777777778,True,9,0,1.0,0,17,1,0.9411764705882353,0,2026-08-20T01:09:35.929272+00:00,102.602,,
openai/gpt-4o-mini,strong_hebrew,google/gemini-2.5-flash,2,dual_100,0,ok,,loss,5,4,0.4444444444444444,True,5,0,1.0,0,10,1,0.9,0,2026-08-20T01:11:55.039811+00:00,56.904,,
openai/gpt-4o-mini,strong_hebrew,google/gemini-2.5-flash,3,dual_100,0,ok,,loss,10,6,0.6666666666666666,True,11,1,0.9090909090909091,0,16,0,1.0,0,2026-08-20T01:13:11.516884+00:00,105.953,,
openai/gpt-4o-mini,strong_hebrew,google/gemini-2.5-flash,4,dual_100,0,ok,,win,11,9,1.0,False,11,0,1.0,0,19,0,1.0,0,2026-08-20T01:16:43.911948+00:00,121.696,,
openai/gpt-4o-mini,strong_hebrew,google/gemini-2.5-flash,0,dual_50,0,ok,,loss,3,4,0.4444444444444444,True,3,0,1.0,0,7,0,1.0,0,2026-08-20T00:40:54.886227+00:00,40.05,,
openai/gpt-4o-mini,strong_hebrew,google/gemini-2.5-flash,1,dual_50,0,ok,,loss,9,5,0.5555555555555556,True,9,0,1.0,0,15,1,0.9333333333333333,0,2026-08-20T00:43:41.140991+00:00,97.602,,
openai/gpt-4o-mini,strong_hebrew,google/gemini-2.5-flash,2,dual_50,0,ok,,loss,3,2,0.2222222222222222,True,3,0,1.0,0,5,0,1.0,0,2026-08-20T00:45:25.689673+00:00,37.002,,
openai/gpt-4o-mini,strong_hebrew,google/gemini-2.5-flash,3,dual_50,0,ok,,win,11,9,1.0,False,16,5,0.6875,0,19,0,1.0,0,2026-08-20T00:46:49.015856+00:00,130.999,,
openai/gpt-4o-mini,strong_hebrew,google/gemini-2.5-flash,4,dual_50,0,ok,,win,8,9,1.0,False,10,2,0.8,0,16,0,1.0,0,2026-08-20T00:49:49.292311+00:00,100.382,,
openai/gpt-4o-mini,strong_hebrew,google/gemini-2.5-flash,0,dual_80,0,ok,,loss,12,7,0.7777777777777778,True,12,0,1.0,0,19,0,1.0,0,2026-08-20T00:53:32.404987+00:00,128.632,,
openai/gpt-4o-mini,strong_hebrew,google/gemini-2.5-flash,1,dual_80,0,ok,,win,12,9,1.0,False,13,1,0.9230769230769231,0,21,1,0.9523809523809523,0,2026-08-20T00:55:50.762178+00:00,131.606,,
openai/gpt-4o-mini,strong_hebrew,google/gemini-2.5-flash,2,dual_80,0,ok,,loss,9,8,0.8888888888888888,True,11,2,0.8181818181818182,0,18,1,0.9444444444444444,0,2026-08-20T00:59:33.178086+00:00,111.623,,
openai/gpt-4o-mini,strong_hebrew,google/gemini-2.5-flash,3,dual_80,0,ok,,win,8,9,1.0,False,9,1,0.8888888888888888,0,16,0,1.0,0,2026-08-20T01:01:42.054762+00:00,100.021,,
openai/gpt-4o-mini,strong_hebrew,google/gemini-2.5-flash,4,dual_80,0,ok,,loss,12,6,0.6666666666666666,True,14,2,0.8571428571428571,0,18,0,1.0,0,2026-08-20T01:03:22.076158+00:00,130.758,,
openai/gpt-4o-mini,strong_hebrew,meta-llama/llama-3.3-70b-instruct,0,dual_0,0,ok,,loss,3,3,0.3333333333333333,True,4,1,0.75,0,6,0,1.0,0,2026-08-20T01:18:45.608254+00:00,60.337,,
openai/gpt-4o-mini,strong_hebrew,meta-llama/llama-3.3-70b-instruct,1,dual_0,0,ok,,loss,1,0,0.0,True,1,0,1.0,0,1,0,1.0,0,2026-08-20T01:20:17.059805+00:00,8.525,,
openai/gpt-4o-mini,strong_hebrew,meta-llama/llama-3.3-70b-instruct,2,dual_0,0,ok,,loss,10,7,0.7777777777777778,True,11,1,0.9090909090909091,0,17,1,0.9411764705882353,0,2026-08-20T01:21:44.346147+00:00,141.707,,
openai/gpt-4o-mini,strong_hebrew,meta-llama/llama-3.3-70b-instruct,3,dual_0,0,ok,,win,14,9,1.0,False,16,2,0.875,0,22,0,1.0,0,2026-08-20T01:22:28.576824+00:00,175.462,,
openai/gpt-4o-mini,strong_hebrew,meta-llama/llama-3.3-70b-instruct,4,dual_0,0,ok,,win,13,9,1.0,False,17,4,0.7647058823529411,0,24,3,0.875,0,2026-08-20T01:26:10.359912+00:00,180.97,,
openai/gpt-4o-mini,strong_hebrew,meta-llama/llama-3.3-70b-instruct,0,dual_100,0,ok,,win,10,9,1.0,False,11,1,0.9090909090909091,0,25,9,0.64,1,2026-08-20T01:50:05.894816+00:00,183.119,,
openai/gpt-4o-mini,strong_hebrew,meta-llama/llama-3.3-70b-instruct,1,dual_100,0,ok,,loss,5,6,0.6666666666666666,True,5,0,1.0,0,12,2,0.8333333333333334,0,2026-08-20T01:52:39.311125+00:00,74.485,,
openai/gpt-4o-mini,strong_hebrew,meta-llama/llama-3.3-70b-instruct,2,dual_100,0,ok,,win,13,9,1.0,False,18,5,0.7222222222222222,0,21,1,0.9523809523809523,0,2026-08-20T01:53:53.628919+00:00,172.046,,
openai/gpt-4o-mini,strong_hebrew,meta-llama/llama-3.3-70b-instruct,3,dual_100,0,ok,,loss,1,0,0.0,True,1,0,1.0,0,1,0,1.0,0,2026-08-20T01:55:59.705880+00:00,8.393,,
openai/gpt-4o-mini,strong_hebrew,meta-llama/llama-3.3-70b-instruct,4,dual_100,0,ok,,loss,6,4,0.4444444444444444,True,8,2,0.75,0,10,0,1.0,0,2026-08-20T01:57:23.107720+00:00,89.334,,
openai/gpt-4o-mini,strong_hebrew,meta-llama/llama-3.3-70b-instruct,0,dual_50,0,ok,,loss,9,6,0.6666666666666666,True,11,2,0.8181818181818182,0,15,0,1.0,0,2026-08-20T01:28:15.481196+00:00,120.001,,
openai/gpt-4o-mini,strong_hebrew,meta-llama/llama-3.3-70b-instruct,1,dual_50,0,ok,,loss,8,8,0.8888888888888888,True,9,1,0.8888888888888888,0,16,0,1.0,0,2026-08-20T01:30:18.136156+00:00,115.734,,
openai/gpt-4o-mini,strong_hebrew,meta-llama/llama-3.3-70b-instruct,2,dual_50,0,ok,,loss,12,7,0.7777777777777778,True,13,1,0.9230769230769231,0,19,1,0.9473684210526315,0,2026-08-20T01:32:08.214407+00:00,146.737,,
openai/gpt-4o-mini,strong_hebrew,meta-llama/llama-3.3-70b-instruct,3,dual_50,0,ok,,win,9,9,1.0,False,12,3,0.75,0,22,5,0.7727272727272727,0,2026-08-20T01:33:28.974644+00:00,152.759,,
openai/gpt-4o-mini,strong_hebrew,meta-llama/llama-3.3-70b-instruct,4,dual_50,0,ok,,win,9,9,1.0,False,10,1,0.9,0,18,1,0.9444444444444444,0,2026-08-20T01:36:42.454562+00:00,123.041,,
openai/gpt-4o-mini,strong_hebrew,meta-llama/llama-3.3-70b-instruct,0,dual_80,0,ok,,win,6,9,1.0,False,8,2,0.75,0,15,1,0.9333333333333333,0,2026-08-20T01:38:45.495098+00:00,100.278,,
openai/gpt-4o-mini,strong_hebrew,meta-llama/llama-3.3-70b-instruct,1,dual_80,0,ok,,loss,7,4,0.4444444444444444,True,7,0,1.0,0,11,0,1.0,0,2026-08-20T01:41:15.662286+00:00,84.165,,
openai/gpt-4o-mini,strong_hebrew,meta-llama/llama-3.3-70b-instruct,2,dual_80,0,ok,,loss,5,7,0.7777777777777778,True,7,2,0.7142857142857143,0,11,0,1.0,0,2026-08-20T01:43:34.645625+00:00,94.483,,
openai/gpt-4o-mini,strong_hebrew,meta-llama/llama-3.3-70b-instruct,3,dual_80,0,ok,,win,6,9,1.0,False,8,2,0.75,0,13,0,1.0,0,2026-08-20T01:45:09.128456+00:00,90.683,,
openai/gpt-4o-mini,strong_hebrew,meta-llama/llama-3.3-70b-instruct,4,dual_80,0,ok,,loss,7,8,0.8888888888888888,True,7,0,1.0,0,16,1,0.9375,0,2026-08-20T01:47:34.222880+00:00,103.114,,
openai/gpt-4o-mini,strong_hebrew,openai/gpt-4o-mini,0,dual_0,0,ok,,loss,2,1,0.1111111111111111,True,3,1,0.6666666666666666,0,4,1,0.75,0,2026-08-19T22:53:58.148264+00:00,24.685,,
openai/gpt-4o-mini,strong_hebrew,openai/gpt-4o-mini,1,dual_0,0,ok,,loss,12,7,0.7777777777777778,True,15,3,0.8,0,19,0,1.0,0,2026-08-19T22:55:58.886391+00:00,138.807,,
openai/gpt-4o-mini,strong_hebrew,openai/gpt-4o-mini,2,dual_0,0,ok,,loss,5,2,0.2222222222222222,True,7,2,0.7142857142857143,0,7,0,1.0,0,2026-08-19T22:57:14.431668+00:00,57.902,,
openai/gpt-4o-mini,strong_hebrew,openai/gpt-4o-mini,3,dual_0,0,ok,,loss,7,4,0.4444444444444444,True,7,0,1.0,0,13,2,0.8461538461538461,0,2026-08-19T22:58:32.815981+00:00,80.432,,
openai/gpt-4o-mini,strong_hebrew,openai/gpt-4o-mini,4,dual_0,0,ok,,win,11,9,1.0,False,13,2,0.8461538461538461,0,20,1,0.95,0,2026-08-19T23:01:12.055513+00:00,132.86,,
openai/gpt-4o-mini,strong_hebrew,openai/gpt-4o-mini,0,dual_100,0,ok,,loss,3,1,0.1111111111111111,True,4,1,0.75,0,4,0,1.0,0,2026-08-19T23:28:36.448173+00:00,31.353,,
openai/gpt-4o-mini,strong_hebrew,openai/gpt-4o-mini,1,dual_100,0,ok,,loss,3,5,0.5555555555555556,True,3,0,1.0,0,12,4,0.6666666666666666,0,2026-08-19T23:30:19.625235+00:00,48.033,,
openai/gpt-4o-mini,strong_hebrew,openai/gpt-4o-mini,2,dual_100,0,ok,,loss,9,7,0.7777777777777778,True,9,0,1.0,0,18,3,0.8333333333333334,0,2026-08-19T23:31:34.156763+00:00,106.172,,
openai/gpt-4o-mini,strong_hebrew,openai/gpt-4o-mini,3,dual_100,0,ok,,loss,2,1,0.1111111111111111,True,2,0,1.0,0,3,0,1.0,0,2026-08-19T23:33:56.591345+00:00,20.913,,
openai/gpt-4o-mini,strong_hebrew,openai/gpt-4o-mini,4,dual_100,0,ok,,loss,9,6,0.6666666666666666,True,10,1,0.9,0,18,3,0.8333333333333334,0,2026-08-19T23:35:55.545092+00:00,111.955,,
openai/gpt-4o-mini,strong_hebrew,openai/gpt-4o-mini,0,dual_50,0,ok,,loss,1,0,0.0,True,1,0,1.0,0,1,0,1.0,0,2026-08-19T23:03:24.916599+00:00,7.92,,
openai/gpt-4o-mini,strong_hebrew,openai/gpt-4o-mini,1,dual_50,0,ok,,loss,3,4,0.4444444444444444,True,4,1,0.75,0,7,0,1.0,0,2026-08-19T23:06:08.801389+00:00,45.007,,
openai/gpt-4o-mini,strong_hebrew,openai/gpt-4o-mini,2,dual_50,0,ok,,win,12,9,1.0,False,18,6,0.6666666666666666,0,21,1,0.9523809523809523,0,2026-08-19T23:08:17.364853+00:00,151.83,,
openai/gpt-4o-mini,strong_hebrew,openai/gpt-4o-mini,3,dual_50,0,ok,,win,12,9,1.0,False,15,3,0.8,0,21,1,0.9523809523809523,0,2026-08-19T23:10:49.197670+00:00,139.751,,
openai/gpt-4o-mini,strong_hebrew,openai/gpt-4o-mini,4,dual_50,0,ok,,loss,10,7,0.7777777777777778,True,11,1,0.9090909090909091,0,17,0,1.0,0,2026-08-19T23:13:08.949927+00:00,117.364,,
openai/gpt-4o-mini,strong_hebrew,openai/gpt-4o-mini,0,dual_80,0,ok,,win,10,9,1.0,False,10,0,1.0,0,21,5,0.7619047619047619,0,2026-08-19T23:15:11.558499+00:00,120.75,,
openai/gpt-4o-mini,strong_hebrew,openai/gpt-4o-mini,1,dual_80,0,ok,,loss,4,3,0.3333333333333333,True,4,0,1.0,0,7,0,1.0,0,2026-08-19T23:18:12.996328+00:00,48.251,,
openai/gpt-4o-mini,strong_hebrew,openai/gpt-4o-mini,2,dual_80,0,ok,,loss,4,1,0.1111111111111111,True,4,0,1.0,0,6,1,0.8333333333333334,0,2026-08-19T23:20:08.570307+00:00,41.677,,
openai/gpt-4o-mini,strong_hebrew,openai/gpt-4o-mini,3,dual_80,0,ok,,loss,7,4,0.4444444444444444,True,8,1,0.875,0,13,2,0.8461538461538461,0,2026-08-19T23:23:26.272160+00:00,79.901,,
openai/gpt-4o-mini,strong_hebrew,openai/gpt-4o-mini,4,dual_80,0,ok,,win,12,9,1.0,False,14,2,0.8571428571428571,0,20,0,1.0,0,2026-08-19T23:24:46.173560+00:00,147.52,,
openai/gpt-4o-mini,strong_hebrew,qwen/qwen3.5-9b,0,dual_0,0,ok,,loss,8,3,0.3333333333333333,True,17,9,0.47058823529411764,0,13,2,0.8461538461538461,0,2026-08-19T23:37:47.500663+00:00,107.536,,
openai/gpt-4o-mini,strong_hebrew,qwen/qwen3.5-9b,1,dual_0,0,ok,,loss,4,2,0.2222222222222222,True,4,0,1.0,0,7,1,0.8571428571428571,0,2026-08-19T23:43:30.046945+00:00,60.235,,
openai/gpt-4o-mini,strong_hebrew,qwen/qwen3.5-9b,2,dual_0,0,ok,,loss,11,8,0.8888888888888888,True,12,1,0.9166666666666666,0,21,2,0.9047619047619048,0,2026-08-19T23:46:12.611698+00:00,162.69,,
openai/gpt-4o-mini,strong_hebrew,qwen/qwen3.5-9b,3,dual_0,0,ok,,loss,15,8,0.8888888888888888,True,19,4,0.7894736842105263,0,23,0,1.0,0,2026-08-19T23:49:43.097830+00:00,195.378,,
openai/gpt-4o-mini,strong_hebrew,qwen/qwen3.5-9b,4,dual_0,0,ok,,loss,2,3,0.3333333333333333,True,2,0,1.0,0,5,0,1.0,0,2026-08-19T23:51:44.506597+00:00,33.146,,
openai/gpt-4o-mini,strong_hebrew,qwen/qwen3.5-9b,0,dual_100,0,ok,,loss,15,8,0.8888888888888888,True,15,0,1.0,0,25,2,0.92,0,2026-08-20T00:19:35.344245+00:00,189.483,,
openai/gpt-4o-mini,strong_hebrew,qwen/qwen3.5-9b,1,dual_100,0,ok,,loss,4,4,0.4444444444444444,True,4,0,1.0,0,9,1,0.8888888888888888,0,2026-08-20T00:21:09.497155+00:00,62.034,,
openai/gpt-4o-mini,strong_hebrew,qwen/qwen3.5-9b,2,dual_100,0,ok,,win,10,9,1.0,False,15,5,0.6666666666666666,0,19,1,0.9473684210526315,0,2026-08-20T00:23:13.524450+00:00,150.598,,
openai/gpt-4o-mini,strong_hebrew,qwen/qwen3.5-9b,3,dual_100,0,ok,,loss,1,0,0.0,True,1,0,1.0,0,1,0,1.0,0,2026-08-20T00:26:03.219982+00:00,9.183,,
openai/gpt-4o-mini,strong_hebrew,qwen/qwen3.5-9b,4,dual_100,0,ok,,loss,9,6,0.6666666666666666,True,11,2,0.8181818181818182,0,15,0,1.0,0,2026-08-20T00:27:05.480116+00:00,139.433,,
openai/gpt-4o-mini,strong_hebrew,qwen/qwen3.5-9b,0,dual_50,0,ok,,loss,8,3,0.3333333333333333,True,9,1,0.8888888888888888,0,13,2,0.8461538461538461,0,2026-08-19T23:53:48.652548+00:00,103.945,,
openai/gpt-4o-mini,strong_hebrew,qwen/qwen3.5-9b,1,dual_50,0,ok,,loss,4,3,0.3333333333333333,True,4,0,1.0,0,7,0,1.0,0,2026-08-19T23:57:10.062546+00:00,51.74,,
openai/gpt-4o-mini,strong_hebrew,qwen/qwen3.5-9b,2,dual_50,0,ok,,win,15,9,1.0,False,17,2,0.8823529411764706,0,26,3,0.8846153846153846,0,2026-08-19T23:59:14.135809+00:00,204.418,,
openai/gpt-4o-mini,strong_hebrew,qwen/qwen3.5-9b,3,dual_50,0,ok,,loss,18,7,0.7777777777777778,True,20,2,0.9,0,28,3,0.8928571428571429,0,2026-08-20T00:03:21.270160+00:00,217.028,,
